No.,级别,词语,拼音,词性
10316,七-九级,隐蔽,yǐnbì,动、形
10317,七-九级,隐含,yǐnhán,动
10318,七-九级,隐患,yǐnhuàn,名
10319,七-九级,引荐,yǐnjiàn,动
10320,七-九级,引经据典,yǐnjīng-jùdiǎn,
10321,七-九级,引领,yǐnlǐng,动
10322,七-九级,隐瞒,yǐnmán,动
10323,七-九级,引擎,yǐnqíng,名
10324,七-九级,隐情,yǐnqíng,名
10325,七-九级,引人入胜,yǐnrén-rùshèng,
10326,七-九级,引人注目,yǐnrén-zhùmù,
10327,七-九级,隐形,yǐnxíng,形
10328,七-九级,隐性,yǐnxìng,形
10329,七-九级,引用,yǐnyòng,动
10330,七-九级,引诱,yǐnyòu,动
10331,七-九级,隐约,yǐnyuē,形
10332,七-九级,印章,yìnzhāng,名
10333,七-九级,印证,yìnzhèng,动、名
10334,七-九级,鹰,yīng,名
10335,七-九级,英俊,yīngjùn,形
10336,七-九级,英明,yīngmíng,形
10337,七-九级,英勇,yīngyǒng,形
10338,七-九级,应有尽有,yīngyǒu-jìnyǒu,
10339,七-九级,荧光,yíngguāng,名
10340,七-九级,迎合,yínghé,动
10341,七-九级,赢家,yíngjiā,名
10342,七-九级,营救,yíngjiù,动
10343,七-九级,盈利,yínglì,名
10344,七-九级,营利,yínglì,动
10345,七-九级,迎面,yíngmiàn,副
10346,七-九级,营销,yíngxiāo,动
10347,七-九级,营造,yíngzào,动
10348,七-九级,影像,yǐngxiàng,名
10349,七-九级,应,yìng,动
10350,七-九级,硬币,yìngbì,名
10351,七-九级,应酬,yìngchou,动、名
10352,七-九级,应付,yìngfu,动
10353,七-九级,应急,yìngjí,动
10354,七-九级,硬朗,yìnglang,形
10355,七-九级,硬盘,yìngpán,名
10356,七-九级,应邀,yìngyāo,动
10357,七-九级,拥护,yōnghù,动
10358,七-九级,庸俗,yōngsú,形
10359,七-九级,涌,yǒng,动
10360,七-九级,永恒,yǒnghéng,形
10361,七-九级,永久,yǒngjiǔ,形
10362,七-九级,勇往直前,yǒngwǎng-zhíqián,
10363,七-九级,踊跃,yǒngyuè,动、形
10364,七-九级,用意,yòngyì,名
10365,七-九级,忧愁,yōuchóu,形
10366,七-九级,忧虑,yōulǜ,动
10367,七-九级,优胜劣汰,yōushèng-liètài,
10368,七-九级,悠闲,yōuxián,形
10369,七-九级,优雅,yōuyǎ,形
10370,七-九级,忧郁,yōuyù,形
10371,七-九级,优越,yōuyuè,形
10372,七-九级,邮编,yóubiān,名
10373,七-九级,游船,yóuchuán,名
10374,七-九级,油画,yóuhuà,名
10375,七-九级,油腻,yóunì,形、名
10376,七-九级,油漆,yóuqī,名、动
10377,七-九级,尤为,yóuwéi,副
10378,七-九级,游行,yóuxíng,动
10379,七-九级,犹豫不决,yóuyù-bùjué,
10380,七-九级,邮政,yóuzhèng,名
10381,七-九级,由衷,yóuzhōng,动
10382,七-九级,有待,yǒudài,动
10383,七-九级,有的放矢,yǒudì-fàngshǐ,
10384,七-九级,友人,yǒurén,名
10385,七-九级,友善,yǒushàn,形
10386,七-九级,有声有色,yǒushēng-yǒusè,
10387,七-九级,有条不紊,yǒutiáo-bùwěn,
10388,七-九级,有望,yǒuwàng,动
10389,七-九级,有幸,yǒuxìng,形
10390,七-九级,有意,yǒuyì,动、副
10391,七-九级,有朝一日,yǒuzhāo-yírì,
10392,七-九级,诱饵,yòu’ěr,名
10393,七-九级,诱发,yòufā,动
10394,七-九级,诱惑,yòuhuò,动、名
10395,七-九级,诱人,yòurén,动、形
10396,七-九级,幼稚,yòuzhì,形
10397,七-九级,淤泥,yūní,名
10398,七-九级,余,yú,动、数
10399,七-九级,渔船,yúchuán,名
10400,七-九级,愚蠢,yúchǔn,形
10401,七-九级,余地,yúdì,名
10402,七-九级,愚公移山,yúgōng-yíshān,
10403,七-九级,舆论,yúlùn,名
10404,七-九级,愚昧,yúmèi,形
10405,七-九级,渔民,yúmín,名
10406,七-九级,逾期,yúqī,动
10407,七-九级,愉悦,yúyuè,形
10408,七-九级,与否,yǔ fǒu,
10409,七-九级,与日俱增,yǔrì-jùzēng,
10410,七-九级,与时俱进,yǔshí-jùjìn,
10411,七-九级,予以,yǔyǐ,动
10412,七-九级,与众不同,yǔzhòng-bùtóng,
10413,七-九级,宇宙,yǔzhòu,名
10414,七-九级,玉,yù,名
10415,七-九级,愈,yù,副
10416,七-九级,预备,yùbèi,动
10417,七-九级,预感,yùgǎn,动、名
10418,七-九级,预告,yùgào,动、名
10419,七-九级,愈合,yùhé,动
10420,七-九级,愈加,yùjiā,副
10421,七-九级,预见,yùjiàn,动、名
10422,七-九级,预警,yùjǐng,动
10423,七-九级,郁闷,yùmèn,形
10424,七-九级,遇难,yùnàn,动
10425,七-九级,预赛,yùsài,动、名
10426,七-九级,预示,yùshì,动
10427,七-九级,预售,yùshòu,动
10428,七-九级,预算,yùsuàn,名、动
10429,七-九级,遇险,yùxiǎn,动
10430,七-九级,预先,yùxiān,副
10431,七-九级,预言,yùyán,动、名
10432,七-九级,寓言,yùyán,名
10433,七-九级,愈演愈烈,yùyǎn-yùliè,
10434,七-九级,寓意,yùyì,名
10435,七-九级,预兆,yùzhào,名、动
10436,七-九级,冤,yuān,名、形
10437,七-九级,冤枉,yuānwang,形、动
10438,七-九级,渊源,yuānyuán,名
10439,七-九级,原创,yuánchuàng,动
10440,七-九级,缘分,yuánfèn,名
10441,七-九级,原告,yuángào,名
10442,七-九级,缘故,yuángù,名
10443,七-九级,元老,yuánlǎo,名
10444,七-九级,园区,yuánqū,名
10445,七-九级,源泉,yuánquán,名
10446,七-九级,元首,yuánshǒu,名
10447,七-九级,源头,yuántóu,名
10448,七-九级,原型,yuánxíng,名
10449,七-九级,源源不断,yuányuán-búduàn,
10450,七-九级,源远流长,yuányuǎn-liúcháng,
10451,七-九级,原汁原味,yuánzhī-yuánwèi,
10452,七-九级,援助,yuánzhù,动
10453,七-九级,原装,yuánzhuāng,形
10454,七-九级,远见,yuǎnjiàn,名
10455,七-九级,远近闻名,yuǎnjìn-wénmíng,
10456,七-九级,怨,yuàn,动
10457,七-九级,怨恨,yuànhèn,动、名
10458,七-九级,怨气,yuànqì,名
10459,七-九级,院士,yuànshì,名
10460,七-九级,怨言,yuànyán,名
10461,七-九级,曰,yuē,动
10462,七-九级,约定俗成,yuēdìng-súchéng,
10463,七-九级,乐队,yuèduì,名
10464,七-九级,悦耳,yuè’ěr,形
10465,七-九级,越发,yuèfā,副
10466,七-九级,岳父,yuèfù,名
10467,七-九级,越过,yuèguò,动
10468,七-九级,阅览,yuèlǎn,动
10469,七-九级,阅历,yuèlì,动、名
10470,七-九级,岳母,yuèmǔ,名
10471,七-九级,乐谱,yuèpǔ,名
10472,七-九级,晕头转向,yūntóu-zhuànxiàng,
10473,七-九级,陨石,yǔnshí,名
10474,七-九级,熨,yùn,动
10475,七-九级,蕴藏,yùncáng,动
10476,七-九级,运筹帷幄,yùnchóu-wéiwò,
10477,七-九级,孕妇,yùnfù,名
10478,七-九级,蕴含,yùnhán,动
10479,七-九级,运河,yùnhé,名
10480,七-九级,酝酿,yùnniàng,动
10481,七-九级,运算,yùnsuàn,动
10482,七-九级,韵味,yùnwèi,名
10483,七-九级,孕育,yùnyù,动
10484,七-九级,运转,yùnzhuǎn,动
10485,七-九级,运作,yùnzuò,动
10486,七-九级,砸,zá,动
10487,七-九级,杂技,zájì,名
10488,七-九级,杂交,zájiāo,动
10489,七-九级,杂乱无章,záluàn-wúzhāng,
10490,七-九级,栽,zāi,动
10491,七-九级,栽培,zāipéi,动
10492,七-九级,栽赃,zāizāng,动
10493,七-九级,宰,zǎi,动
10494,七-九级,再度,zàidù,副
10495,七-九级,再接再厉,zàijiē-zàilì,
10496,七-九级,在所难免,zàisuǒnánmiǎn,
10497,七-九级,载体,zàitǐ,名
10498,七-九级,再现,zàixiàn,动
10499,七-九级,在职,zàizhí,动
10500,七-九级,攒,zǎn,动
10501,七-九级,暂,zàn,副
10502,七-九级,赞不绝口,zànbùjuékǒu,
10503,七-九级,赞美,zànměi,动
10504,七-九级,暂且,zànqiě,副
10505,七-九级,赞叹,zàntàn,动
10506,七-九级,赞许,zànxǔ,动
10507,七-九级,赞扬,zànyáng,动
10508,七-九级,赞助,zànzhù,动
10509,七-九级,葬,zàng,动
10510,七-九级,葬礼,zànglǐ,名
10511,七-九级,糟粕,zāopò,名
10512,七-九级,糟蹋,zāotà,动
10513,七-九级,遭殃,zāoyāng,动
10514,七-九级,凿,záo,动
10515,七-九级,枣,zǎo,名
10516,七-九级,早年,zǎonián,名
10517,七-九级,早日,zǎorì,副、名
10518,七-九级,灶,zào,名
10519,七-九级,造福,zàofú,动
10520,七-九级,造价,zàojià,名
10521,七-九级,造假,zàojiǎ,动
10522,七-九级,造就,zàojiù,动、名
10523,七-九级,则2,zé,量
10524,七-九级,责备,zébèi,动
10525,七-九级,责怪,zéguài,动
10526,七-九级,贼,zéi,名、形
10527,七-九级,增产,zēngchǎn,动
10528,七-九级,增收,zēngshōu,动
10529,七-九级,增速,zēngsù,动
10530,七-九级,增添,zēngtiān,动
10531,七-九级,增值,zēngzhí,动
10532,七-九级,渣,zhā,名
10533,七-九级,扎根,zhāgēn,动
10534,七-九级,扎实,zhāshi,形
10535,七-九级,闸,zhá,名、动
10536,七-九级,眨眼,zhǎyǎn,动
10537,七-九级,榨,zhà,动
10538,七-九级,炸弹,zhàdàn,名
10539,七-九级,诈骗,zhàpiàn,动
10540,七-九级,炸药,zhàyào,名
10541,七-九级,摘要,zhāiyào,动、名
10542,七-九级,债,zhài,名
10543,七-九级,债券,zhàiquàn,名
10544,七-九级,债务,zhàiwù,名
10545,七-九级,沾,zhān,动
10546,七-九级,占卜,zhānbǔ,动
10547,七-九级,沾光,zhānguāng,动
10548,七-九级,瞻仰,zhānyǎng,动
10549,七-九级,斩,zhǎn,动
10550,七-九级,盏,zhǎn,量
10551,七-九级,斩钉截铁,zhǎndīng-jiétiě,
10552,七-九级,展望,zhǎnwàng,动
10553,七-九级,辗转,zhǎnzhuǎn,动
10554,七-九级,蘸,zhàn,动
10555,七-九级,战场,zhànchǎng,名
10556,七-九级,绽放,zhànfàng,动
10557,七-九级,站立,zhànlì,动
10558,七-九级,占领,zhànlǐng,动
10559,七-九级,战略,zhànlüè,名
10560,七-九级,战士,zhànshì,名
10561,七-九级,战术,zhànshù,名
10562,七-九级,战役,zhànyì,名
10563,七-九级,占用,zhànyòng,动
10564,七-九级,战友,zhànyǒu,名
10565,七-九级,章程,zhāngchéng,名
10566,七-九级,张灯结彩,zhāngdēng-jiécǎi,
10567,七-九级,张贴,zhāngtiē,动
10568,七-九级,张扬,zhāngyáng,动
10569,七-九级,掌舵,zhǎngduò,动、名
10570,七-九级,涨幅,zhǎngfú,名
10571,七-九级,掌管,zhǎngguǎn,动
10572,七-九级,长相,zhǎngxiàng,名
10573,七-九级,涨,zhàng,动
10574,七-九级,胀,zhàng,动、形
10575,七-九级,帐篷,zhàngpeng,名
10576,七-九级,招标,zhāobiāo,动
10577,七-九级,招揽,zhāolǎn,动
10578,七-九级,招募,zhāomù,动
10579,七-九级,招牌,zhāopai,名
10580,七-九级,朝气蓬勃,zhāoqì-péngbó,
10581,七-九级,朝三暮四,zhāosān-mùsì,
10582,七-九级,招商,zhāoshāng,动
10583,七-九级,招数,zhāoshù,名
10584,七-九级,朝夕相处,zhāoxī-xiāngchǔ,
10585,七-九级,着迷,zháomí,动
10586,七-九级,沼泽,zhǎozé,名
10587,七-九级,罩,zhào,动、名
10588,七-九级,照办,zhàobàn,动
10589,七-九级,照常,zhàocháng,副、动
10590,七-九级,召集,zhàojí,动
10591,七-九级,照例,zhàolì,副
10592,七-九级,照料,zhàoliào,动
10593,七-九级,照射,zhàoshè,动
10594,七-九级,肇事,zhàoshì,动
10595,七-九级,兆头,zhàotou,名
10596,七-九级,照样,zhàoyàng,副、动
10597,七-九级,照耀,zhàoyào,动
10598,七-九级,遮,zhē,动
10599,七-九级,遮挡,zhēdǎng,动、名
10600,七-九级,遮盖,zhēgài,动
10601,七-九级,折腾,zhēteng,动
10602,七-九级,折叠,zhédié,动
10603,七-九级,折合,zhéhé,动
10604,七-九级,哲理,zhélǐ,名
10605,七-九级,折磨,zhémó,动
10606,七-九级,折射,zhéshè,动
10607,七-九级,珍藏,zhēncáng,动、名
10608,七-九级,侦查,zhēnchá,动
10609,七-九级,针锋相对,zhēnfēng-xiāngduì,
10610,七-九级,针灸,zhēnjiǔ,名
10611,七-九级,真空,zhēnkōng,名
10612,七-九级,真理,zhēnlǐ,名
10613,七-九级,真情,zhēnqíng,名
10614,七-九级,真是,zhēnshi,动
10615,七-九级,珍视,zhēnshì,动
10616,七-九级,侦探,zhēntàn,动、名
10617,七-九级,珍稀,zhēnxī,形
10618,七-九级,真心,zhēnxīn,名
10619,七-九级,真挚,zhēnzhì,形
10620,七-九级,珍重,zhēnzhòng,动
10621,七-九级,斟酌,zhēnzhuó,动
10622,七-九级,枕,zhěn,动
10623,七-九级,诊所,zhěnsuǒ,名
10624,七-九级,震,zhèn,动
10625,七-九级,震荡,zhèndàng,动
10626,七-九级,阵地,zhèndì,名
10627,七-九级,镇定,zhèndìng,形、动
10628,七-九级,振动,zhèndòng,动
10629,七-九级,震动,zhèndòng,动
10630,七-九级,振奋,zhènfèn,形、动
10631,七-九级,震撼,zhènhàn,动
10632,七-九级,镇静,zhènjìng,形、动
10633,七-九级,震惊,zhènjīng,形、动
10634,七-九级,阵容,zhènróng,名
10635,七-九级,振兴,zhènxīng,动
10636,七-九级,阵营,zhènyíng,名
10637,七-九级,振作,zhènzuò,形、动
10638,七-九级,征,zhēng,动
10639,七-九级,蒸,zhēng,动
10640,七-九级,争辩,zhēngbiàn,动
10641,七-九级,争端,zhēngduān,名
10642,七-九级,蒸发,zhēngfā,动
10643,七-九级,争分夺秒,zhēngfēn-duómiǎo,
10644,七-九级,征服,zhēngfú,动
10645,七-九级,争光,zhēngguāng,动
10646,七-九级,征集,zhēngjí,动
10647,七-九级,症结,zhēngjié,名
10648,七-九级,争气,zhēngqì,动
10649,七-九级,征收,zhēngshōu,动
10650,七-九级,争相,zhēngxiāng,副
10651,七-九级,争先恐后,zhēngxiān-kǒnghòu,
10652,七-九级,正月,zhēngyuè,名
10653,七-九级,挣扎,zhēngzhá,动
10654,七-九级,争执,zhēngzhí,动
10655,七-九级,整顿,zhěngdùn,动
10656,七-九级,整合,zhěnghé,动
10657,七-九级,整洁,zhěngjié,形
10658,七-九级,拯救,zhěngjiù,动
10659,七-九级,整数,zhěngshù,名
10660,七-九级,整治,zhěngzhì,动
10661,七-九级,正版,zhèngbǎn,名
10662,七-九级,正当,zhèngdàng,形
10663,七-九级,政党,zhèngdǎng,名
10664,七-九级,正经,zhèngjing,形
10665,七-九级,正能量,zhèngnéngliàng,名
10666,七-九级,正气,zhèngqì,名
10667,七-九级,政权,zhèngquán,名
10668,七-九级,证券,zhèngquàn,名
10669,七-九级,证人,zhèngrén,名
10670,七-九级,正视,zhèngshì,动
10671,七-九级,正直,zhèngzhí,形
10672,七-九级,郑重,zhèngzhòng,形
10673,七-九级,正宗,zhèngzōng,名、形
10674,七-九级,之2,zhī,代
10675,七-九级,织,zhī,动
10676,七-九级,之际,zhījì,名
10677,七-九级,知己,zhījǐ,形、名
10678,七-九级,支架,zhījià,名、动
10679,七-九级,知觉,zhījué,名
10680,七-九级,支流,zhīliú,名
10681,七-九级,芝麻,zhīma,名
10682,七-九级,支配,zhīpèi,动
10683,七-九级,支票,zhīpiào,名
10684,七-九级,知识分子,zhīshi fènzǐ,
10685,七-九级,肢体,zhītǐ,名
10686,七-九级,支援,zhīyuán,动
10687,七-九级,支柱,zhīzhù,名
10688,七-九级,知足,zhīzú,形
10689,七-九级,知足常乐,zhīzú-chánglè,
10690,七-九级,职称,zhíchēng,名
10691,七-九级,直达,zhídá,动
10692,七-九级,执法,zhífǎ,动
10693,七-九级,直观,zhíguān,形
10694,七-九级,直径,zhíjìng,名
10695,七-九级,直觉,zhíjué,名
10696,七-九级,职能,zhínéng,名
10697,七-九级,值钱,zhíqián,形
10698,七-九级,直升机,zhíshēngjī,名
10699,七-九级,直视,zhíshì,动
10700,七-九级,直线,zhíxiàn,名、形
10701,七-九级,直辖市,zhíxiáshì,名
10702,七-九级,执意,zhíyì,副
10703,七-九级,执照,zhízhào,名
10704,七-九级,直至,zhízhì,动
10705,七-九级,执着,zhízhuó,形
10706,七-九级,纸币,zhǐbì,名
10707,七-九级,指标,zhǐbiāo,名
10708,七-九级,止步,zhǐbù,动
10709,七-九级,指点,zhǐdiǎn,动
10710,七-九级,只管,zhǐguǎn,副
10711,七-九级,指甲,zhǐjia,名
10712,七-九级,指教,zhǐjiào,动
10713,七-九级,指控,zhǐkòng,动
10714,七-九级,指令,zhǐlìng,动、名
10715,七-九级,指南,zhǐnán,名
10716,七-九级,纸上谈兵,zhǐshàng-tánbīng,
10717,七-九级,指手画脚,zhǐshǒu-huàjiǎo,
10718,七-九级,指数,zhǐshù,名
10719,七-九级,指望,zhǐwàng,动、名
10720,七-九级,指纹,zhǐwén,名
10721,七-九级,指向,zhǐxiàng,动、名
10722,七-九级,指引,zhǐyǐn,动
10723,七-九级,旨在,zhǐzài,动
10724,七-九级,致,zhì,动
10725,七-九级,置,zhì,动
10726,七-九级,治安,zhì’ān,名
10727,七-九级,制裁,zhìcái,动
10728,七-九级,致辞,zhìcí,动
10729,七-九级,至此,zhìcǐ,动
10730,七-九级,质地,zhìdì,名
10731,七-九级,制服1,zhìfú,名
10732,七-九级,制服2,zhìfú,动
10733,七-九级,致富,zhìfù,动
10734,七-九级,滞后,zhìhòu,动
10735,七-九级,致敬,zhìjìng,动
10736,七-九级,滞留,zhìliú,动
10737,七-九级,致力于,zhìlìyú,动
10738,七-九级,致命,zhìmìng,动
10739,七-九级,稚嫩,zhìnèn,形
10740,七-九级,质朴,zhìpǔ,形
10741,七-九级,志气,zhìqì,名
10742,七-九级,智商,zhìshāng,名
10743,七-九级,致使,zhìshǐ,动、连
10744,七-九级,质问,zhìwèn,动
10745,七-九级,窒息,zhìxī,动
10746,七-九级,志向,zhìxiàng,名
10747,七-九级,治愈,zhìyù,动
10748,七-九级,志愿,zhìyuàn,名、动
10749,七-九级,制约,zhìyuē,动
10750,七-九级,制止,zhìzhǐ,动
10751,七-九级,钟,zhōng,名
10752,七-九级,忠诚,zhōngchéng,形
10753,七-九级,终端,zhōngduān,名
10754,七-九级,忠告,zhōnggào,动、名
10755,七-九级,终极,zhōngjí,名
10756,七-九级,终结,zhōngjié,动
10757,七-九级,终究,zhōngjiū,副
10758,七-九级,中立,zhōnglì,动
10759,七-九级,终生,zhōngshēng,名
10760,七-九级,忠实,zhōngshí,形、动
10761,七-九级,中途,zhōngtú,名
10762,七-九级,忠心,zhōngxīn,名
10763,七-九级,衷心,zhōngxīn,形
10764,七-九级,中性,zhōngxìng,名、形
10765,七-九级,中叶,zhōngyè,名
10766,七-九级,中庸,zhōngyōng,名、形
10767,七-九级,忠于,zhōngyú,动
10768,七-九级,忠贞,zhōngzhēn,形
10769,七-九级,中止,zhōngzhǐ,动
10770,七-九级,终止,zhōngzhǐ,动
10771,七-九级,肿瘤,zhǒngliú,名
10772,七-九级,种族,zhǒngzú,名
10773,七-九级,仲裁,zhòngcái,动
10774,七-九级,重创,zhòngchuāng,动
10775,七-九级,重量级,zhòngliàngjí,形
10776,七-九级,重任,zhòngrèn,名
10777,七-九级,重型,zhòngxíng,形
10778,七-九级,重用,zhòngyòng,动
10779,七-九级,众志成城,zhòngzhì-chéngchéng,
10780,七-九级,重中之重,zhòngzhōngzhīzhòng,
10781,七-九级,周密,zhōumì,形
10782,七-九级,周岁,zhōusuì,名
10783,七-九级,周旋,zhōuxuán,动
10784,七-九级,周折,zhōuzhé,名
10785,七-九级,周转,zhōuzhuǎn,动
10786,七-九级,皱,zhòu,名、动
10787,七-九级,骤然,zhòurán,副
10788,七-九级,皱纹,zhòuwén,名
10789,七-九级,昼夜,zhòuyè,名
10790,七-九级,朱红,zhūhóng,形
10791,七-九级,诸如此类,zhūrú-cǐlèi,
10792,七-九级,诸位,zhūwèi,代
10793,七-九级,竹竿,zhúgān,名
10794,七-九级,逐年,zhúnián,副
10795,七-九级,逐一,zhúyī,副
10796,七-九级,拄,zhǔ,动
10797,七-九级,主编,zhǔbiān,动、名
